FTN_RPD_SD,F_FILE_ID,PROJECT_NM,PRJCT_TYPE,CLOSR_IND,CLOSR_DT,CLOSR_TYPE,SITE_LOC,DFND_CAMP,RECDIST_CD,RECDIST_NM,ORG_UNT_NM,CLOSR_COM,ST_DESC,DRV_DIRCTN,LATITUDE,LONGITUDE,SHAPE,OBJECTID,X,Y
5,REC15778,Hart Farm,SIT - Recreation Site,Y,20200817,,TERRACE,17,RDKM,North Coast-QCI-Kalum,Coast Mountains Natural Resource District,Recent heavy rains have caused significant damage to the West Kalum road. Some sections may not be driveable by most vehicles.,"A large semi-open site on Kalum Lake, located in the Redsand Demonstration Forest.  Sandy beach, good boating and fishing opportunities.  7 kms of easy walking and cycling trails adjacent to the site.",From Terrace drive west along Highway 16.  200 m. west of the Kalum River turn north onto the first road (West Kalum forestry road) for 26 km.,54.722258999999994,-128.787827,,31311424,127419.72809798509,6079269.84642911
20,REC32879,Eagle Pass Snowmobile,RTR - Recreation Trail,N,,,SICAMOUS,0,RDCO,Columbia-Shuswap,Okanagan Shuswap Natural Resource District,,"This snowmobile trail is managed through a partnership agreement with the Eagle Valley Snowmobile Club.This trail is not recommended for novice riders.  For additional info check out their website:http://sledsicamous.comTrail fees are in effect throughout the winter operating season (Nov 1 - May 31).Always check the avalanche conditions before you go.  https://www.avalanche.ca/planning/trip-planner","Travel approx. 29km east of Sicamous on theTrans Canada Highway, just east of Beardale Castle.  Turn north off the highway at Bowolin Rd. and proceed 500m to the new entrance to East Perry River FSR which is to the right of the highway gravel pit.",51.002812,-118.691356,,31311439,802258.3521528313,5658977.591608519
32,REC2627,TATLAYOKO LAKE NORTHEAST,SIT - Recreation Site,N,,,TATLA LAKE,7,RDMH,100 Mile-Chilcotin,Cariboo-Chilcotin Natural Resource District,,"ATTENTION: This recreation site is within the declared title lands of the Tsilhqot'in and Xeni Gwet'in First Nation.  Visitors are reminded to check www.xenigwetin.net for updates on access to Title Lands.    All visitors are asked to respect the Xeni Gwet'in guidelines for visiting their title lands, and to be fully self-contained at this time and to have no contact with their members in order to prevent the spread of COVID-19 in their community. The gas station, tire repair, laundry and convenience store in Nemiah Valley are closed to non-residents. The free Wi-Fi hot spot at the gas station in Nemiah Valley has also been turned off to discourage gatherings of people.   Travellers should be sure they have sufficient fuel, food and the ability to repair their own vehicles if they wish to visit.      This picturesque camping spot is set amongst mature Douglas-fir trees overlooking the turquoise Tatlayoko Lake, and offers impressive views of Niut Mountain. The recreation site has a small boat launch and is a popular fishing destination. Windsurfers are also drawn to the site as Tatlayoko Lake is prone to strong winds.","About 1 km east of Tatla Lake, turn south off of Hwy 20 onto the Tatlayoko Lake Road.  Travel 35.5 km south on the Tatlayoko Lake Road and turn right into the recreation site. The recreation site is located at the north end of the lake on the eastern shore.",51.637429,-124.389825,,31311451,403820.99998597143,5721627.999983653
87,REC1747,GRASSY LAKE,SIT - Recreation Site,Y,20140509,,ENDERBY,1,RDCO,Columbia-Shuswap,Okanagan Shuswap Natural Resource District,Road access has been lost via Cooke Creek Forest Service Road,"This is a site on a small lake. The shore is marshy, but provides for good shore fishing opportunities, especially for children. Access is rough and slow.","Follow Hwy 97 to Enderby to Enderby-Mabel Lk Rd then turn north onto the Cooke Creek Forest Service Road. From the main road drive 6.3 km and take the right fork onto the Cooke/Hunter FSR then drive another 1.6 km and take the right hand fork. Drive another 1.7 km and take the left fork, then after another 1.6 km turn left at the fork. Elbow Lake Rec Site is a further 0.6 km and Grassy lake is 1.5 km past Elbow Lake.",50.645675,-118.791417,,31311506,797505.7542350122,5618879.40665616
95,REC1252,CLEAR LAKE,SIT - Recreation Site,N,,,PRINCE GEORGE,3,RDPG,Prince George-Mackenzie,Prince George Natural Resource District,,"Two small sites are situated along the edge of this lake in close proximity to each other.  Each site offers the basic amenities of 2 tables, fire rings and a pit toilet with natural camping pads. The site offers an undeveloped boat launch for smaller boats and a small dock.",Travel 9kms west of Prince George from hwy 97/16 junction - turn left onto the Blackwater Rd - proceed 21km and turn right on to the Pelican FSR (the Short Cut). At 6km turn to the right and head down to 1km and turn left on to Willy's Hump Rd where the main road ends (you will see a gate on the main road). Travel 1.8km on the Willy Hump road and then turn left.  The site is located another 1.3kms.,53.667474999999996,-123.021553,,31311514,498576.0000052357,5946525.999977991
614,REC5948,BOG LAKE,SIT - Recreation Site,N,,,100 MILE HOUSE,3,RDMH,100 Mile-Chilcotin,100 Mile House Natural Resource District,,"Bog Lake is located southwest of Bonaparte Lake. The recreation site is a popular location for camping and fishing.","There are multiple routes to access this recreation site. From Hwy 97 in 70 Mile House, turn east onto 70 Mile-Green Lake/North Bonaparte Road. Follow this route for approximately 25 km, continuing east past the turnoff to South Green Lake Road, and staying on the North Bonaparte/3200 Road to the 32-40km marker, and turn right onto the Eagan-Bonaparte Forest Service Road (3700 Rd). Follow the 3700 Rd for 7.5km and turn right and follow the road for another 1.4km then turn left to stay on the Eagan-Bonaparte FSR at the 3709 km marker. Continue approximately an additional 29km and turn right onto the Clinton Upper Loon Lake Road/3300 Road.  Travel southwest on the 3300 Road for about 12km from this point and turn north onto the Bog Lake North Road.  Travel 2.7km to the recreation site.",51.221351,-120.843614,,31312033,650584.0000254349,5676650.0000296775
632,REC1512,COLDSCAUR LAKE NORTH,SIT - Recreation Site,N,,,CLEARWATER,13,RDHW,Headwaters,Thompson Rivers Natural Resource District,,"Well developed 13 unit site popular for camping, fishing and hunting.","From Clearwater on Yellowhead Hwy 5, turn west onto Old North Thompson Highway Road. Turn north onto Camp Two Road for 1.4 km, then take TFL 18 Road 2 northwest of Clearwater for 30km.  Camp sites are on both sides of the road with good access for larger vehicles. Use caution: active log hauling road.",51.725029,-120.405426,,31312051,679193.9999641569,5733642.000036168
644,REC6651,OGILVIE PEAK,RTR - Recreation Trail,N,,,HOPE,0,RDCK,Chilliwack,Chilliwack Natural Resource District,,,"When on Hwy 1, take exit 170. Keep left at fork in the road and follow signs for Hope Town Centre into town. In less than 1 km, turn right on Wallace St. Turn right on 6th avenue. Turn left on Kawkawa Lake road. Turn right onto Othello road and continue for 6 km. Trailhead is located on left side of the road at N 49* 23.244 W 121* 19.231.",49.388065,-121.320418,,31312063,621888.9999602624,5471952.999990897
661,REC6851,BONANZA BLUFFS,SIT - Recreation Site,N,,,SHAWNIGAN LAKE,0,RDSI,Sunshine Coast/South Island,South Island Natural Resource District,,A short trail that leads out to a panoramic view of the Koksilah valley. A great picnicking location.,From Highway #1 turn onto Cobble Hill Road and then onto Thain Road. Turn right onto Kingburne Drive and follow until the pavement ends. The trail begins on the left hand side ~300m past the end of the pavement,48.672087,-123.660882,,31312080,451344.9999981798,5391214.999951804
809,REC6739,24 MILE SNOWMOBILE AREA,SIT - Recreation Site,N,,,CASTLEGAR,0,RDKB,Kootenay-Boundary,Selkirk Natural Resource District,,The West Kootenay Snow Goers manage about 30 Km of groomed trail in the area with 2 day use warming huts. The groomed trails are easy riding and the whole area is generally for beginner to moderate sledding skills with some areas of advanced terrain around the Mount Shields area.,"From Castlegar BC, head west on Highway #3 towards Grand forks for 38KM. On the right hand side of the highway you will find a significant pull out and parking area. There is a kiosk and map at the trailhead to the riding area displaying information regarding the site.",49.311602,-118.023601,,31312228,861642.1949191547,5474018.647288725
817,REC5283,MT STEPHENS TRAIL,RTR - Recreation Trail,N,,,WASA,0,RDRM,Rocky Mountain,Rocky Mountain Natural Resource District,,"This moderate to difficult trail, to the summit of Mt. Stevens at 2650 m (8700 feet), in theHughes Range of the Rockies, should be started early in the day. The first part of the trail grinds steadily up through a Douglas fir forest, offering limited views. As you go higher and enter the old burn, the views open up. Eventually, trees give way to ground hugging alpine vegetation, allowing you sweeping views ofthe Rockies to the East and the Purcells to the West. Skilled route finders can continue a further 1.5 km to Teepee Mountain at 2775 m (9100 feet). There is no water along this trail, so be sure to bring your canteen.","Main Access: Commencing at the junction of Hwy 93/95 with Wasa Lake Park Drive at the southern entrance to the community of Wasa, turn onto Wasa Lake Park Drive. Proceed 0.5 km and turn right onto the Lazy Lake Road. Follow this road for 10.2 km to the junction with the Lewis Creek Road. Turn right onto the Lewis Creek Road and follow this rough, 2 wheel drive, gravel, switchback road for 5.6 km. Turn left onto an unnamed road that follows the West side of Lewis Creek. Park at the trailhead sign, which is on your left, 100 m up this road.",49.814952,-115.5968,,31312236,1032349.200416923,5544398.646350198
826,REC2324,CLEO LAKE,SIT - Recreation Site,N,,,KELOWNA,1,RDKB,Kootenay-Boundary,Selkirk Natural Resource District,,A small mountain lake that is fairly swampy. A nice little walk if your over at Joan lake for the day.,"From Kelowna, head south on Hwy 33 to Trapping Creek FSR. After about 10km, watch for a bridge on the right and cross the river. After a few km, ignore the road to the left and continue until you arrive at a Y intersection. Take the right (Lassie FSR) and about 5km in watch on the right hand side for a narrow spur road with a wooden post signed ""Cleo Lake"". You can drive in about 100m to a parking area, or just park on the roadside.From Rock Creek, head north along Christian Valley Rd to State FSR. Stay on this until taking a right on Lassie FSR (a major road). After passing Cup Lk on your right (a nice camping spot - and one of the only other swimmable lakes) a few km on watch for a spur road with a ""Cleo Lake"" signpost on the left.",49.598177,-118.95958,,31312245,791932.7424314826,5501800.274569925
